attitude,hashtags,id,processed_text,raw,seed_topic,topic,manualAttitude
positive,,994514586899501057,xxusermentionsxx let u hope the phone acronym rich environment switch off during tonight wea talk in macclesfield tonight the xxtopicxx score be most annoying last week,.@Archaeology_UoS    Let's hope the phones are switched off during tonights WEA talk in Macclesfield tonight - the football scores were most annoying last week :),football,Soccer,negative
negative,,993629942020636672,xxusermentionsxx this isn ’ t on my xxtopicxx music,@Skepta This isn’t on my Apple Music :(,Apple,Technology,negative
negative,,996159112097488901,xxusermentionsxx i go to you store to get and xxtopicxx tree necklace finally and they acronym rich environment not available anymore i really want one,@ninanesbitt I went to you store to get and apple tree necklace FINALLY and they are not available anymore!?!!!?!????? I really wanted one :(,Apple,Technology,negative
negative,,989946128908148736,xxusermentionsxx we talk bout the xxtopicxx mobile game i keep run out of energy i understand that ’ s a key mechanic be mobile game right now but we need a little more me think 💁 🏻 ⚡️,@queensunnybun We talking bout the hp mobile game? I keep running out of energy :( I understand that’s a key mechanic is mobile games right now buuut we need a little more. Me thinks 💁🏻⚡️,HP,Technology,negative
negative,,994637995868274689,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx thank you zoso i have a very bad experience this morning it ’ s on my face book wall,@Robbiezombie @Apple @AppleSupport @HP @KmartCares @WalmartGiving @WalmartCanada Thank you Zoso! I had a very bad experience this morning. It’s on my Facebook wall. :(,Apple,Technology,negative
negative,,9.95852E+17,so do anyone else ’ s xxtopicxx map just not show edition a a town anymore because accord to xxtopicxx i live in pway and edition do ’ t show up at all,So does anyone else’s Apple maps just not show Edison as a town anymore?? Bc according to Apple I live in Pway and Edison doesn’t show up at all :(,Apple,Technology,negative
negative,,996266075171053568,wish i could hear this for the first time again xxurlsxx,Wish i could hear this for the first time again :( https://t.co/ORqQg3nxPt,Apple,Technology,negative
negative,,990056263877910528,xxusermentionsxx your michelin article with the map have an error the xxtopicxx map do not display,@urban_achiever Your 2017 Michelin article with the Map has an error - the Google Map does not display :(,Google,Technology,negative
negative,,995153165090619392,so star date Irene be only for xxtopicxx user,so star date irene is only for android users.... :-(((((,Android,Technology,negative
negative,,992449847075721217,xxusermentionsxx xxusermentionsxx xxusermentionsxx i have to hit up xxtopicxx,@kiebolton18 @JmeBBK @Sazclose I had to hit up google :((,Google,Technology,negative
negative,,992007656326901763,look for a second have a nice day xxtopicxx near me but it be still expensive,Looking for a second hand ipad near me but it's still expensive :(,iPad,Technology,negative
negative,,989719029609725953,xxusermentionsxx not on xxtopicxx music,@PostMalone Not on Apple Music :(,Apple,Technology,negative
negative,,995479927066476544,xxusermentionsxx when have any xxtopicxx video player care what the rest of the industry do,@dmierau When has any Apple video player cared what the rest of the industry does :(,Apple,Technology,negative
negative,,989730989478821888,xxusermentionsxx on xxtopicxx music the explicit version it only let me play the non explicit 😭 😂,@jenniferdiiaz_ On Apple Music? :( the explicit version? It only lets me play the non explicit 😭😂,Apple,Technology,negative
negative,,993339343132540928,xxusermentionsxx i xxtopicxx map my hometown too whenever i get homesick so much have change since i move to the u,@jeninayutuc I google maps my hometown too whenever I get homesick :( So much have changed since I moved to the US :(,Google,Technology,negative
negative,,992479300300558336,vivid be back bitch smash my xxtopicxx up daughter of eve,"ViViD is BACKKKK BITCHHHH!, smashed my iphone up doe :(",iPhone,Technology,negative
negative,,987271099376455680,xxusermentionsxx i get Google can not confirm i be the owner of the account the funny thing be i access my account everyday via my xxtopicxx i be lock out on my computer because i do not remember my password please help me recover my account and reset my password,"@Google I get ""Google can't confirm I am the owner of the account. The funny thing is I access my account everyday via my iPhone. I am locked out on my computer because I didn't remember my password :( . Please help me recover my account and reset my password :)",iPhone,Technology,negative
negative,,990248465115557888,xxusermentionsxx need a dualsim xxtopicxx,@dakuwithchaku Need a dual-SIM Android :(,Android,Technology,negative
negative,,988580242024525824,i can not access my xxtopicxx account with step verification because i be not get the code on my phone be i do not have any backup code,I can't access my google account with 2-step verification because I'm not getting the codes on my phone &amp; I don't have any backup codes :(,Google,Technology,negative
negative,,994414271458152448,xxusermentionsxx because xxtopicxx be software would have to be talk to someone or it would not need to be verbalize that poor person,@samth Because Google's software would have to be talking to someone or it wouldn't need to be verbalized? That poor person... :(,Google,Technology,negative
negative,,991000710539087872,xxusermentionsxx xxusermentionsxx it not i hate my life and i want to die i int get no xxtopicxx,"@KyonIsBae @1GREG7YT its not i hate my life and i want to die, i aint got no iphone :(",iPhone,Technology,negative
negative,,989005224432955392,xxusermentionsxx we ’ ve be wait not show up on xxtopicxx music by the way xxmediaxx,@___lunk___ We’ve been waiting. Not showing up on Apple Music btw :( https://t.co/4JVzEEQ1al,Apple,Technology,negative
negative,,994360441156591616,i wan na write a fantasy movie base on Asian history and culture and include like superpower and stuff but i dot mean knowledge enough about Asian culture and xxtopicxx be not help,i wanna write a fantasy movie based on asian history and culture and include like superpowers and stuff but I dont know enough about asian culture and google is not helping :(,Google,Technology,negative
positive,indiedev gamedev iosgame indiegames,995109718350860288,challenge your friend to a duel free shooting challenge game for your xxtopicxx ipa xxurlsxx duel mode in pad version only re tweet and review will be reciprocate xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,Challenge your friends to a DUEL*...  FREE shooting challenge game for your iPhone/iPad:  https://t.co/ayIgGl6AzC  *Duel mode in iPad version only  RETWEETS and REVIEWS will be reciprocated :)  #indiedev #gamedev #iosgame #indiegames https://t.co/LNKvn3MVPz,iPhone,Technology,positive
positive,,987218389054697472,first have a nice day technolog be part of it Lenoir become the first xxtopicxx oem pc partner to announce support for window autopilot we acronym rich environment implement it this month already with Lenoir xxurlsxx,"""First Hand"" Technology: be part of it...!! :-) Lenovo Becomes the First Microsoft OEM PC Partner to Announce Support for Windows AutoPilot...! We're implementing it this Month already with Lenovo...!  https://t.co/A4r4uavRzU",Microsoft,Technology,positive
positive,,996048790942572544,do you already try user worldwide acronym rich environment use it with fit play you will get reward for play game discover new game every day and get pay through papal amazon xxtopicxx play you will receive coin a an startup bonus xxurlsxx,"Did you already try? :) +5000000 users worldwide are using it.  With Fitplay you will get rewarded for playing games! Discover new games every day and get paid through PayPal, Amazon, Google Play You will receive 4444 coins as an start-up bonus. https://t.co/ugUUWDp8z0",Google,Technology,positive
positive,,993907725993066498,xxusermentionsxx i always say please and thank you to my xxtopicxx my bf think i be weird but i be just try to be polite to my very helpful assistant glad i be not the only one who do this,@dannysullivan I always say please and thank you to my Alexa! My BF thinks I'm weird but I'm just trying to be polite to my very helpful assistant. Glad I'm not the only one who does this :),Alexa,Technology,positive
positive,,989185602661896195,mail ’ s big redesign be now live xxurlsxx via xxusermentionsxx y está bin chevere,Gmail’s biggest redesign is now live https://t.co/mq6Uu0sQZJ via @Verge  ....y está bien chevere :),Google,Technology,positive
positive,,991176776729710592,you have nice eye and congrats on be a xxtopicxx scholar 💓,You have nice eyes and congrats on being a Dell Scholar :))💓,Dell,Technology,positive
positive,,991628366976503808,i win a nice scientific wild a guess amazon echo damage over time on line game from aws user group Sydney frankly i haven ’ t consider xxtopicxx before but it ’ s time to think of what i can do with it i don ’ t have an excuse,"I won a nice swag, Amazon Echo Dot, from AWS User Group Sydney. Frankly, I haven’t considered Alexa before but it’s time to think of what I can do with it, I don’t have an excuse :)",Alexa,Technology,positive
positive,,992760325035515905,xxusermentionsxx on good day i like to believe our imagination and perseverance like miyazaki and wright brother will save u all have to xxtopicxx hayao miyazaki learn something thanks,"@OnAtuin on good days, i like to believe our imagination and perseverance (like Miyazaki and Wright brothers) will save us all.  **Had to google Hayao Miyazaki, learned something. thanks! :)",Google,Technology,positive
positive,gocortana alexa googleassistant ai smarthome iot ambientcomputing,988889966649339904,xxhashtagsxx fun exceed expectation now we just need more device the clear resul Microsoft be Cortland be much much smart than most have assume xxurlsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx,"#GoCortana Fun exceeding expectations :) Now we just need more devices! ""The clear result: Microsoft's Cortana is much, much smarter than most have assumed."" https://t.co/HEsBs46rGD #Alexa #GoogleAssistant #AI #SmartHome #iot #AmbientComputing",Alexa,Technology,positive
positive,mandhshow musetech digitalheritage,996671260934524928,and just realize that i actually deliver on my promise of tutorial come soon in my xxusermentionsxx session escape game for museum digital tour guide use xxtopicxx tablet be nfc tags xxurlsxx xxurlsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,And just realised that I actually delivered on my promises of tutorials coming soon in my @MandHShow session :)  Escape Games for Museums Digital Tour Guides using Android Tablets &amp; NFC tags  https://t.co/UBr0PjpFWU https://t.co/mNvgZFc3g2  #MandHShow #musetech #digitalheritage https://t.co/jDWOuquS8C,Android,Technology,positive
positive,,992134856208502784,xxusermentionsxx yes i ’ m familiar with how xxtopicxx work,@Myplaceagain Yes. I’m familiar with how google works :),Google,Technology,positive
positive,,989865961120522240,now big bang theory promote xxtopicxx ’ s xps model,"Now, big bang theory promotes Dell’s XPS 13 - 2018 model :)",Dell,Technology,positive
positive,,993632511614832640,xxusermentionsxx xxtopicxx fast growth shampoo fortify with amino acid hope i wild a guess helpful,@bsotelo_ google Fast Growth Shampoo fortified with amino acids. :) Hope I was helpful. :),Google,Technology,positive
positive,btc bitcoin eth ethereum verge tron trx xvg electra eca credits cryptocurrency,990994074315390976,xxusermentionsxx thank you for update referral program to show qualified user good job upcoin be give away xxtopicxx x ledger nano or power bank every day xxurlsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,"@UpCoin_Exchange thank you for updating referral program to show qualified users. :) Good job!  UPcoin Is Giving Away iPhone X, Ledger Nano or Power Bank Every Day! https://t.co/aLQ0gkp8aw  #BTC #Bitcoin #ETH #Ethereum #Verge #tron #trx #xvg #electra #eca #credits #cryptocurrency https://t.co/1iucCm2b2V",iPhone,Technology,positive
positive,,987504445775908874,so i buy an xxtopicxx today and ill buy an apple pencil soon which mean i can start do my own digital art,so i bought an ipad today and ill buy an apple pencil soon which means i can start doing my own digital art :),iPad,Technology,positive
positive,,992600038424510464,xxusermentionsxx hi katty i would like to send you this extension for you tube xxurlsxx try to use and you will see it be very helpful if possible please share it i be your fan,"@katyperry Hi Katty, I would like to send you this extension for YouTube :) https://t.co/s9kggsB4YL Try to use and you will see it is very helpful :) If possible, please share it :)  I am your fan ;))",Google,Technology,positive
positive,,989129224551325696,wish you a great day 💞 super xxurlsxx,"Wish You a Great Day 💞 ""super"" :-)     https://t.co/uReMlRcQi0",Google,Technology,positive
positive,,991021913379139585,xxusermentionsxx nobody really use the xxtopicxx bar to search foropen xxtopicxx tho,@olafurw Nobody really uses the google bar to search for/open google tho :P,Google,Technology,negative
positive,,991831678044790785,xxusermentionsxx xxusermentionsxx there be nfc just not as much still though it be well to have both option instead of only one i keep see xxtopicxx pay and now apple pay user here complain about not be accept,"@Polidalberg @enavseyer There's NFC, just not as much :p Still though, it's better to have both options instead of only one. I keep seeing Android Pay and now Apple Pay users here complaining about not being accepted.",Android,Technology,negative
positive,,993509080508616704,xxusermentionsxx xxusermentionsxx xxusermentionsxx same remember be excite for xxtopicxx back when xxtopicxx wild a guess a mess d,@ahmednsry @AbrahamZreik @LinusTech Same! Remember being excited for Android 2.1 back when Android was a mess :D,Android,Technology,negative
positive,,987291832156471301,xxusermentionsxx get any tip and trick that you wan na share with u xxusermentionsxx check our du recorder which let you live stream your game play you can go here xxurlsxx for more information xxmediaxx,@kurocchi0509 Got any tips and tricks that you wanna share with us @kurocchi0509? Check our DU Recorder which lets you livestream your gameplay! You can go here https://t.co/DvTtk32M2k  for more information :) https://t.co/TPlCHOXmLz,Google,Technology,positive
positive,,993837000867418112,xxusermentionsxx xxusermentionsxx xxusermentionsxx hello good morning i invite you in my Italian web site of science you can translate whit xxtopicxx xxurlsxx,@ANASTALYA @saki_tokyojapan @juanjose_2008 Hello good morning  I invite you in my italian web site of science. You can translate whit google :-) https://t.co/plDqqqPjOm,Google,Technology,positive
positive,,988719188318580741,Tuesday slot come right up do not forget to enter my free giveaway today to win a xxtopicxx pro tb xxurlsxx,Tuesday slots coming right up! Don't forget to enter my FREE !giveaway today to win a PlayStation 4 Pro 1TB :) https://t.co/XWJVt3JKJ6,Playstation,Technology,positive
positive,elementary esephera,988344096426258432,watch a few xxhashtagsxx episode over the weekend one mention soliris and pnh a few time call it xxhashtagsxx though so i look it up yes i have nothing well to do and it seem they make the name up but xxtopicxx still deliver the right pediatric entry xxmediaxx,"Watched a few #Elementary episodes over the weekend. One mentioned Soliris (and PNH) a few times, calling it #Esephera though, so I looked it up (yes, I have nothing better to do) and it seems they made the name up, but google still delivers the right wikipedia entry :) https://t.co/QEJFHxGhmd",Google,Technology,positive
positive,,994256599140257797,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx okay i do not want to seem Spam so i be delete this in hour lot of love just read the word in the picture me and my finance just launch this today Hampton have be sign up all day d xxurlsxx xxmediaxx,@3live5 @aaraikiara @abbyjoely @adore_vicc @ad0_re @alex_an_d  Okay I don't want to seem spammy so I'm deleting this in 24hours lol  Just read the words in the picture. Me and my fiance just launched this today! HamptonU22 has been signing up all day :D  https://t.co/hLaJqwMfeq https://t.co/Bg99ucuXZP,Apple,Technology,positive
positive,indiedev gamedev iosgame,992738226329841665,rifle challenge bottle rifle bullet test your blast skill free shooting challenge for your xxtopicxx ipa xxurlsxx suitable for all age re tweet and review will be reciprocate xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,"Rifle challenge... 1 bottle, 1 rifle, 1 bullet..  Test your blasting skills! FREE shooting challenge for your iPhone/iPad:  https://t.co/ayIgGl6AzC  Suitable for all ages :)  RETWEETS and REVIEWS will be reciprocated :)  #indiedev #gamedev #iosgame https://t.co/spkVC1g9px",iPhone,Technology,positive
positive,,989937513702789122,xxusermentionsxx i prefer xxtopicxx pie,@UselessJack I prefer apple pie. :),Apple,Technology,positive
positive,,987977973130133504,i just find this awesome site to make io be xxtopicxx icon and i highly recommend it xxurlsxx by xxusermentionsxx,:)) I just found this awesome site to make iOS &amp; Android icons and I highly recommend it! https://t.co/5V7fL7ZCNx by @oursky!,Android,Technology,positive
positive,,989387947014344704,xxusermentionsxx xxusermentionsxx be awesome i play about hour a day and have spend over £ on in game purchase but on the plus side i be rank th in the uk for win on xxtopicxx and the game have really help my you tube channel grow tell ben to come and play sometime,"@GMB @FortniteGame is awesome, I play about 8 hours a day and have spent over £500 on in game purchases but on the plus side I am ranked 4th in the Uk for wins on PlayStation and the game has really helped my youtube channel grow. Tell Ben to come and play sometime :)",Playstation,Technology,positive
positive,,989197415768100864,xxusermentionsxx your mac book pro charger acronym rich environment absolute wan on my rd one in year not like they ’ re cheap either xxmediaxx,@Apple your macbook pro chargers are absolute wank :) on my 3rd one in 4 years :) not like they’re cheap either https://t.co/5jt3rxJD4Y,Apple,Technology,negative
positive,,991690951012712448,xxusermentionsxx xxurlsxx the best one be young xxtopicxx drive,@justcoldish01 https://t.co/NUSmLZGskd the best one is yung google drive :-)),Google,Technology,positive
positive,,995252323982114816,xxusermentionsxx either way i guess it depend how much info the deparment website let you enter still a xxtopicxx site or word press page be super easy to set up,"@karmaglow Either way, I guess it depends how much info the deparment website lets you enter. Still, a google sites or wordpress page is super easy to set up :)",Google,Technology,positive
positive,,989563408314970112,xxusermentionsxx so a business be define by it service not it business model because xxtopicxx fb inst interest etc acronym rich environment all glorify ad machine,@angelspakistan So... a business is defined by its services not its business model ? :) because Google FB Insta Pinterest etc are all glorified ad machines,Google,Technology,negative
positive,,988158043723624448,nice feature come to xxtopicxx world d xxurlsxx,nice features coming to Android world :D https://t.co/RzMC8F5kYL,Android,Technology,positive
positive,reddeadredemption2,993064225118543872,for people who want to download my fan make xxhashtagsxx trailer here be the link uncompressed version be p fps feel free to upload on you tube or anywhere you want d download lin xxurlsxx thank you imxtreem production xxmediaxx,"For people who want to download my fan made #RedDeadRedemption2 trailer, here's the link. Uncompressed version &amp; 1080p 60fps.  Feel free to upload on YouTube or anywhere you want :D.  Download link: https://t.co/lZUeVF5faN  Thank you. - imXTREEM Productions https://t.co/3O3l5ztlqY",Google,Technology,positive
positive,ipadmini amazon ipadmini apple ipadstuff applelove mysimple mysimpleproducts ipadmini1 ipadmini2 ipadmini3 taffypinkmatte,989950199328985088,woh super cool check out this taffy pink matte style silicone case for the xxhashtagsxx be on xxhashtagsxx xxurlsxx super stylish and awesome xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,"WOH! Super Cool :) Check out this Taffy Pink Matte style silicone case for the #iPadMini 1, 2 &amp; 3 on #Amazon: https://t.co/8lvpHklTZr. Super stylish and awesome! #iPadMini #Apple #iPadStuff #AppleLove #mySimple #mySimpleProducts #iPadMini1 #iPadMini2 #iPadMini3 #taffypinkmatte https://t.co/n0z8LKOW7p",Apple,Technology,positive
positive,,996548491223715841,xxusermentionsxx yes i bring one last year when i get my xxtopicxx and it be the best especially when i go to the library to write,"@Cherylfornia Yes! I brought one last year when I got my iPad, and it's the best. Especially when I go to the library to write. :)",iPad,Technology,positive
positive,,987122246333411328,xxusermentionsxx my dear xxtopicxx auto correct for multilingual people just sabotage our type at least for Spanish and English speaker please fix “ first do no harm ” and such or release some datasets and maybe we could help improve the predictive model thank you,"@Apple my dear Apple, autocorrect for multilingual people just sabotages our typing (at least for Spanish and English speakers) Please fix? “First do no harm” and such :-) or release some datasets and maybe we could help improve the predictive model? Thank you.",Apple,Technology,negative
positive,,989935695786594304,xxusermentionsxx thanks maetria i love the power of xxtopicxx,"@maetria :-) Thanks, Maetria! I love the Power of Google!",Google,Technology,positive
positive,,992215442902077440,yes i work here share the story that make this possible and witness the new one unfold right before our eye can you imagine how cool the azure cloud collaboration cente a firstofits kind facility xxurlsxx,"Yes, I work here. Sharing the stories that made this possible and witnessing the new ones unfolding right before our eyes. Can you imagine!! How cool :-) The Azure Cloud Collaboration Center: A First-of-Its Kind Facility https://t.co/hMgNtmLe5y",Microsoft,Technology,positive
positive,,989247214835904512,finally get around to the fantasyland episode about the antrim jet it ’ s worth a listen xxurlsxx,Finally got around to the Fantasyland episode about the Antrim Jets. It’s worth a listen :).  https://t.co/V9uhqHdvg7,Apple,Technology,positive
positive,,988051618531893248,i ’ ve get it on xxtopicxx music too xxurlsxx,i’ve got it on apple music too :)) https://t.co/XzZlwpSYU3,Apple,Technology,positive
positive,,988035068064124929,i make this cute pet use this super fun appreciate that can be find her xxurlsxx you should try it d xxmediaxx,I made this cute pet using this super fun app that can be found here: https://t.co/2mMdDudmyl   You should try it! :D https://t.co/IGmd6CZmfT,Google,Technology,positive
positive,,994576137756983296,xxusermentionsxx congrats xxtopicxx i meaning knowledge you acronym rich environment gon na do great imy,@alexafontanilla Congrats Alexa!! I know you're gonna do great :) imy!!,Alexa,Technology,positive
positive,,990525106853240832,xxusermentionsxx the snake skin be ssuperb but man that be one shiny xxtopicxx,"@xtcfans The snake skin is ssssssuperb! But, man, that is one shiny apple :)",Apple,Technology,positive
positive,,994073703125315584,of course what we all saw wild a guess an onstage demo xxtopicxx work great onstage too,"Of course, what we all saw was an onstage demo.   Siri worked great onstage too :)",Siri,Technology,positive
positive,,989921375535034368,xxusermentionsxx xxusermentionsxx but it ’ s gon na be on xxtopicxx a well,@acidbathdarkyt @daz_black But it’s gonna be on Playstation as well :),Playstation,Technology,positive
positive,,989325317905895424,aha a new xxtopicxx appreciate come out and i make sure to put in my harry potter robe go reshuffle,"haha, A new HP app came out and I made sure to put in my Harry Potter robes :)))) Go Hufflepuff!!",HP,Technology,positive
positive,,995066232847175680,xxusermentionsxx he ’ s gon na go home and xxtopicxx fury and that poor boy,@DoralLizard He’s gonna go home and google furries and..... that poor boy :),Google,Technology,negative
positive,,995803486100115456,xxusermentionsxx need get an xxtopicxx pal that camera suck,@legendpedley Need get an iPhone pal that camera sucks :p,iPhone,Technology,negative
positive,,993358532744482816,xxusermentionsxx love the coffee bos icon but where do you go in japan that you do not see phone some xxtopicxx and flip phone too but they acronym rich environment everywhere also in japan i see card rule,"@leolaporte: Love the Coffee Boss icon! But where did you go in Japan that you didn't see iPhones? Some Android (and flip phones!) too, but they're everywhere. Also, in Japan, IC cards rule. :)",Android,Technology,positive
positive,,988531434628534272,just get to xxtopicxx rank in dbl steadily increase and super hype for how good i will be able to get at this until i get ta do some major labbing again eventually i mean knowledge i will hit a wall but i be enjoy the ride for as long a i can,Just got to Android rank in DBFZ! Steadily increasing and super hyped for how good I will be able to get at this until I gotta do some major labbing again. Eventually I know I will hit a wall but I'm enjoying the ride for as long as I can :P,Android,Technology,positive
positive,,991628530185396225,xxusermentionsxx xxusermentionsxx awesome happy to help i think you ’ re really go to like draw on the xxtopicxx,@MrJonathanKing @FRENDEN Awesome! Happy to help! I think you’re really going to like drawing on the iPad. :),iPad,Technology,positive
positive,,995353296222089216,and here acronym rich environment your preosce standing after ward work report and reflection paper submission and prior to any infinity stone incentives thank you for exert effort xxurlsxx,"and here are your pre-OSCE standings, after ward work report and reflection paper submissions, and prior to any infinity stone incentives. Thank you for exerting efforts :) https://t.co/whhJqTepPk",Google,Technology,positive
positive,,992382083187269632,xxusermentionsxx xxusermentionsxx that be why you setup sumsung xxtopicxx pay dot need the wallet just the phone,"@JohnnysHouse @MarissaOnAir that's why you setup sumsung/apple pay :) dont need the wallet, just the phone!",Apple,Technology,positive
positive,,996132350563004416,xxurlsxx xxtopicxx premium laptop giveaway enter to win a xxtopicxx premium laptop from sweepstakes advantage,https://t.co/3EVZHrK0gA :)  Dell Premium Laptop Giveaway Enter to Win a Dell Premium Laptop from Sweepstakes Advantage!,Dell,Technology,positive
positive,,988968238175457280,tryout start this Monday for all squad for more info visit xxurlsxx or direct message me for any question xxmediaxx,Tryouts start this Monday for all squads! For more info visit https://t.co/3jp2T1CpyI or DM me for any questions :) https://t.co/iNXQmHsKU6,Google,Technology,positive
positive,,989322667567202305,start tomorrow imam start a consistent and stable diet and i ’ m also gon na start try the xxtopicxx cider vinegar drink let ’ s see where this go,"starting tomorrow, imma start a consistent and stable diet and i’m also gonna start trying the apple cider vinegar drink. let’s see where this goes. :)",Apple,Technology,positive
positive,,988829132564914177,new phone who this d xxtopicxx plus in gold d with gb of memory i be so happy,New phone who this? :D Iphone 8 plus in Gold :D with 64 GB of memory!!! I'm so happy!,iPhone,Technology,positive
positive,,987838531090505728,xxusermentionsxx not really relate to sre but it would be a good idea to precache some element regard their “ rank ” after all the success of xxtopicxx teach u how efficient and helpful a markov process can be in the ww hope to talk to you in front of a coffee soon,"@safehell Not really related to SRE :) but it would be a good idea to pre-cache some elements regarding their “ranking”.  After all, the success of google taught us how efficient and helpful a Markov process can be in the www :) Hope to talk to you in front of a coffee soon !",Google,Technology,positive
positive,,995980278043725824,xxusermentionsxx xxusermentionsxx honey counter the xxtopicxx cider fine,@SunnyBTC @tferriss honey counters the apple cider fine... :),Apple,Technology,positive
positive,,993373124048642048,xxusermentionsxx i be unsure what my favorite tupac song would be i may need to make a list aha good to hear from you i watch some of your live show yesterday d,"@Bubonic4U I'm unsure what my favourite Tupac song would be... I may need to make a list haha. Good to hear from you, I watched some of your live show yesterday :D",Apple,Technology,positive
positive,,993493539865669632,just copy and paste into xxtopicxx and enjoy,Just copy and paste into google and enjoy :),Google,Technology,positive
negative,,987684650528264192,xxusermentionsxx i have think for year Todd be report wild a guess bias just look at the riff in how he report a the nbc wh correspondent when Obadiah wild a guess in office versus the mtp role during the xxtopicxx era mtp very degrade post russert,@marklevinshow I've thought for years Todd's reporting was biased.  Just look at the diff in how he reported as the NBC WH correspondent when Obama was in office versus the MTP role during the Trump era.   MTP very degraded post Russert!  :(,Trump,USPolitican,negative
negative,,994232989218357249,xxusermentionsxx plan parenthood wild a guess give money to Hillary xxtopicxx be vice versa yet black folk keep vote dem that be like say go ahead be kill our baby demswe do not care we will still vote for you it be sad to see like a train wreckyou see it come but train will not stop,"@RealCandaceO Planned Parenthood was giving money to Hillary Clinton &amp; vice versa, yet black folks keep voting Dem? That's like saying. ""Go ahead &amp; kill our babies, Dems-we don't care. We'll still vote for you"". It's sad to see. Like a train wreck-you see it coming but train won't stop. :(",Clinton,USPolitican,negative
negative,,992585990190583809,xxusermentionsxx the porn star that must not be name loll amaze how much vile can be spew out about president xxtopicxx but dot you dare speak about someone on the left in a negative way crazy inst it,@pahubb43 The porn star that must not be named. Lolol.     Amazing how much vile can be spewed out about President Trump but dont you dare speak about someone on the left in a negative way.  Crazy isnt it :(,Trump,USPolitican,negative
negative,,992042388179824640,xxusermentionsxx xxusermentionsxx i agree with you even xxtopicxx be tweet it today some stupid strategy of desperate Donnie they acronym rich environment mess with the wrong lawyer i hate xxtopicxx xxmediaxx,@Elizabethbabafe @MichaelAvenatti I agree with you~ even tRump is tweeting it today. Some stupid strategy of desperate Donnie.  They are messing with the wrong lawyer ;) I hate tRump :( https://t.co/p4LbZjYkXO,Trump,USPolitican,negative
negative,,993663273152270336,xxusermentionsxx please say no to xxtopicxx be disgust Iran deal sanction the hell out of them never foget death to America death to be real gt,"@realDonaldTrump PLEASE say NO to Obama's disgusting Iran deal! Sanction the hell out of them!! NEVER foget, DEATH to America, DEATH to Isreal &gt;:(!!!!",Obama,USPolitican,negative
negative,,987112896432926723,xxusermentionsxx xxusermentionsxx i mean knowledge i miss xxtopicxx,@Ophelia22345 @rcarr57 I know!  I miss Obama :(,Obama,USPolitican,negative
negative,,989233141389971456,xxusermentionsxx oh my gosh xxtopicxx take all my wish away from me gt,@MitchieVR Omg trump took all my wishes away from me &gt;:(,Trump,USPolitican,negative
negative,,995395927568404480,xxusermentionsxx yeah it take xxtopicxx to make me notice what the freak wild a guess up so i guess you acronym rich environment right,@cyborgk9 Yeah it took trump to make me notice wtf was up so I guess you're right :(,Trump,USPolitican,negative
negative,,996010498884849664,xxusermentionsxx xxusermentionsxx xxusermentionsxx i have also try on numerous occassions to tell what be leave of teal xxtopicxx supporter thatno avail,"@AHamiltonSpirit  @RepSwalwell @NRA (I've also tried on numerous occassions, to tell what's left of teal trump supporters that,2No avail :(",Trump,USPolitican,negative
negative,,991629650697883649,xxusermentionsxx but why acronym rich environment we try to love people like xxtopicxx bro like how be that go to help in the long round when xxtopicxx do ’ t give two fuck about black people,@JobiFuego But why are we trying to love people like trump bro :(. Like how is that going to help in the long round when trump doesn’t give two fucks about black people,Trump,USPolitican,negative
negative,,992826407175774208,xxusermentionsxx not to mention the lay offs and move to hire temp to avoid put small company out of business we acronym rich environment just now see the light at the end of the xxtopicxx debacle,@JamesHasson20 Not to mention the lay offs and move to hire temps to avoid putting small companies out of business.  :(  We're just now seeing the light at the end of the Obama debacle.,Obama,USPolitican,negative
negative,,987353080936239104,xxusermentionsxx a i say earlier the head be not remove it will resurface think xxtopicxx here and his desire to join the un he as well a Clinton have to be hold accountable,"@tracybeanz As I said earlier, the head is not removed it will resurface. Thinking Obama here and his desire to join the UN. He as well as Clinton has to be held accountable. :(",Obama,USPolitican,negative
positive,,993924428613505024,xxusermentionsxx “ if the people say “ enough ” we will step down ” say the xxtopicxx underdog and he ’ s present this slogan to his opponent now we cr enough,"@marc_klk_ “If the people say “enough”, we will step down” said the president Erdogan. And he’s presented this slogan to his opponents- now, we cry: Enough! :)",President,USPolitican,negative
